PLAYER,TEAM,OFFRTG,DEFRTG,NETRTG,AST%,ASTTO,ASTRAT,OREB%,DREB%,REB%,TORAT,EFG%,TS%,USG%,PACE,PIE,POSS
Cameron Bairstow,CHI,99.2,115.5,-16.3,2.1,0.33,5,9,3.7,6.6,15,21.4,30.9,12.6,97.84,-1.9,130
Devyn Marble,ORL,100.9,102,-1.1,10.2,1.89,22.1,2.2,12.7,7.2,11.7,36.4,36.2,12.2,103.42,3.5,443
Jack Cooley,UTA,91.1,95.2,-4.1,1.9,0.33,2.8,10,18.3,13.7,8.3,40.9,43.2,15.6,103.83,1.8,190
Zoran Dragic,MIA,92.4,101.3,-8.9,11.6,1,11.9,6,4.1,5.1,11.9,41.7,43.5,20.8,100.5,3.3,157
Bryce Cotton,UTA,98.8,100.6,-1.8,16.9,1.25,14.4,1.8,9.7,5.6,11.5,47.1,52,22.7,101.79,10.6,341
James Michael McAdoo,GSW,109.7,103.7,6,2,0.33,3.2,10.7,14.9,12.8,9.7,54.5,56.4,18.5,102.88,8.3,290
Clint Capela,HOU,97.4,92.4,5,3.7,0.4,4.3,9.9,21.8,16.4,10.6,48.3,40.9,20.6,105.49,6,196
Larry Drew II,PHI,87,104.1,-17.1,38.1,1.8,34.9,0.4,6.9,3.4,19.4,37.9,38.8,16.8,95.95,5.2,439
Russ Smith,MEM,94.3,78.7,15.6,21.6,0.67,15.7,1.3,6.8,3.9,23.5,36,48.8,25.1,104.02,2.9,141
Tim Frazier,POR,98.6,100.8,-2.2,36.1,2.4,38.7,2.3,8.9,5.6,16.1,38.5,40.6,17,98.71,5.7,495
Drew Gordon,PHI,86.7,107.5,-20.8,4.4,0.25,6.7,8.3,16.2,11.8,26.7,42.1,42.8,15.5,106.88,3.1,158
Bruno Caboclo,TOR,61.7,130.2,-68.5,0,0,0,4.3,0,0,25,41.7,41.7,28.1,92.24,-4.2,47
Grant Jerrett,UTA,91.7,109.1,-17.3,9.1,1,9.4,3.2,15.2,8.3,9.4,28.8,30.3,23.4,103.2,-1.8,109
Will Cherry,TOR,102.2,105.8,-3.6,17.4,2,23.5,1.4,5.6,3.5,11.8,31.6,34.7,16.5,95.42,1.3,137
Lucas Nogueira,TOR,86.3,112.2,-26,7.1,0.5,7.7,6.3,0,0,15.4,25,30.7,18.8,104.12,3.6,51
Alex Kirk,CLE,75.9,120,-44.1,12.5,0,16.7,0,0,0,0,25,41,16.7,101.25,2.8,29
Andre Dawkins,MIA,88.4,100,-11.6,7.7,1,12.5,0,0,0,12.5,25,25,14.9,94.1,-4.1,43
Patrick Christopher,MEM,80.7,108.5,-27.8,0,0,0,7.1,15.4,11.1,7.7,25,25,20.3,96.89,-4,57
Sean Kilpatrick,MIN,105.4,93.9,11.5,8.2,2,14.3,1.7,7.8,4.9,7.1,45,50.6,15,99.34,6.5,148
David Stockton,SAC,119.2,85.3,33.8,33.3,2.25,42.9,0,4.4,2.6,19,41.7,46.3,15,107.37,7.1,73
Eric Moreland,SAC,140,85.7,54.3,0,0,0,0,0,0,0,100,100,20,138.57,15.4,5
Sim Bhullar,SAC,100,100,0,50,0,33.3,0,0,0,0,50,50,28.6,116.2,30.4,7
David Wear,SAC,93.3,153.3,-60,14.3,0,33.3,0,0,0,0,0,0,8.7,103.35,-3.1,15
Jerrelle Benimon,DEN,100,0,100,0,0,0,0,0,0,100,0,0,14.3,96.94,30,6
Julius Randle,LAL,60,126.9,-66.9,0,0,0,0,0,0,20,33.3,25.8,17.2,90.22,-24.2,25
Kalin Lucas,MEM,66.7,125,-58.3,0,0,0,0,0,0,0,0,0,5.3,104.16,-5,12
Ben McLemore,SAC,103.6,108.1,-4.5,5.8,0.85,8.9,2.4,8.6,5.4,10.5,44.6,48.5,16.6,96.19,4.2,4378
Cody Zeller,CHA,98.5,101.6,-3,10.6,1.06,13.6,8,15.9,12,12.9,42.6,49.8,17.8,97.07,8.6,2866
Steven Adams,OKC,106.3,103.7,2.6,5,0.61,11.9,12.3,15.7,14,19.7,50.3,54.1,11.4,97.06,5.2,2418
Tim Hardaway Jr.,NYK,103,109,-6,5.9,1.4,7.8,1,5.8,3.3,5.5,52.3,55.4,18.7,94.48,7.3,3716
Kentavious Caldwell-Pope,DET,103.3,104.5,-1.2,5,1.96,9.7,2.2,7.7,4.7,4.9,46,48.3,13.6,97.82,5,3215
Victor Oladipo,ORL,98.6,104.1,-5.6,22.5,1.28,19.7,1.7,11.4,6.6,15.4,45.8,51.4,24,96,9.7,4976
Giannis Antetokounmpo,MIL,103.8,108.3,-4.5,12,1.23,19.1,4.2,14,9.1,15.6,46.3,51.8,14.8,94.24,7.3,3719
Hollis Thompson,PHI,99.6,108.7,-9.1,6.1,1.22,13.7,3.9,10.3,6.9,11.3,55,57,11.1,100.26,5.9,3623
Tony Snell,CHI,95.7,100.4,-4.7,9.5,1.55,14.6,1.5,8.5,5,9.5,46.9,48.9,14.6,92.3,5.8,2363
Phil Pressey,BOS,102,102.4,-0.4,30.5,2.77,40,1.8,7.7,4.7,14.5,36.4,39,14.1,95.44,6.6,2241
Matthew Dellavedova,CLE,104.1,100.4,3.7,21.7,3.12,33.2,2.2,7.2,4.7,10.6,50.8,53.4,12.8,95.99,7.3,2531
Nick Calathes,MEM,100.2,98.9,1.3,27.3,2.05,31.9,2.2,9.8,6.2,15.6,48.7,50.6,17.2,92.9,9.3,2265
Kelly Olynyk,BOS,104,104.7,-0.7,12.3,1.03,14.2,9.7,16.4,12.9,13.8,50.6,54.6,20.1,96.91,9,2834
Mason Plumlee,BKN,104.8,108.1,-3.3,8.2,0.78,11.4,8.4,17.5,13,14.6,65.9,67,16.8,94.06,11.4,2494
Michael Carter-Williams,PHI,100.9,109.1,-8.2,29.2,1.79,23.1,3.8,14.1,8.7,13,43.1,48,25.4,100.48,10.4,5036
Trey Burke,UTA,105.3,111.2,-5.9,28,3.02,27,1.7,8.1,4.8,8.9,44.2,47.3,21.6,93.02,8.3,4385
Gorgui Dieng,MIN,100.4,103.9,-3.5,7.6,0.72,10.7,11.7,23.4,17.4,14.9,50,53.4,16.7,98.25,11.1,1683
Ryan Kelly,LAL,105.8,108.3,-2.5,10.4,2.02,16.7,3.2,12.9,8.1,8.3,48.8,54.8,15.5,102.07,7.2,2782
Jeff Withey,NOP,104.9,102.2,2.7,5.7,1.3,12.5,7.5,14.7,11.2,9.6,53.5,59,11.8,95.38,8.9,1356
Nate Wolters,MIL,101.7,102.7,-1,22.7,3.28,27.8,2.5,9,5.7,8.5,46,48.6,16.3,94.38,9.3,2574
Robbie Hummel,MIN,104.4,101.9,2.5,5.2,2.3,10.6,4.9,15.2,9.8,4.6,46.9,49.2,12.3,98.36,7.2,1344
Anthony Bennett,CLE,98.7,104.5,-5.7,4.3,0.36,5.3,6.8,16,11.2,14.6,38.4,42.5,19.4,98.19,3.7,1353
Archie Goodwin,PHX,97.2,105.1,-7.9,6.1,0.45,7.9,4.5,10.8,7.7,17.3,47,50.7,18.5,99.98,6.8,1110
Brandon Davies,PHI,97.5,99.6,-2.1,7.4,0.8,13,6.2,12.7,9.3,16.3,43,47.6,13.6,100.88,4,1205
Toure' Murry,NYK,99.6,103.1,-3.5,21.5,1.44,21.3,3.6,8,5.9,14.8,45.3,47.9,20.9,98.98,6.7,765
Pero Antic,ATL,104.9,99.9,5,10,1.05,13.2,6.1,16.8,11.4,12.6,51.4,54.5,17.8,97.08,7.7,1889
Dennis Schröder,ATL,95.2,111.8,-16.6,24.7,1.52,25.8,0.8,9.1,4.9,16.9,41,44.2,18.8,95.83,4.7,1284
Miroslav Raduljica,MIL,100.3,105.5,-5.2,8.4,0.82,11.4,11.4,11.6,11.5,13.9,54,60.3,16.7,95.63,8,925
Shane Larkin,DAL,103.6,97.4,6.2,20.8,1.82,27.6,2.3,6.9,4.5,15.2,42.3,44.6,16.6,97.63,5.3,996
Ray McCallum,SAC,103.8,108.6,-4.8,21.6,3.08,25.2,2,7.1,4.5,8.2,41.3,43.9,17.6,94.16,6.3,1754
Rudy Gobert,UTA,94.7,96.7,-2,2.6,0.22,4.9,11.4,22.6,17.1,22.4,48.6,50.7,13.4,96.4,9,867
Reggie Bullock Jr.,LAC,96,97.5,-1.5,4.9,0.92,8,2.6,9.5,6.2,8.7,44.6,46,14.9,100.35,5.5,825
Alex Len,PHX,98.2,106.4,-8.2,1.7,0.15,3.3,10.6,17.1,13.8,21.5,42.3,46.9,13.4,100.1,2.7,759
Andre Roberson,OKC,103.9,100.7,3.2,5.1,0.79,14,9.6,13.5,11.7,17.8,50,51.8,9.9,97.91,4.4,814
CJ McCollum,POR,102.3,104.3,-2.1,8.9,0.77,10.5,1.3,8.1,4.7,13.7,50,52.1,20.1,98.27,5.4,974
Otto Porter Jr.,WAS,94.7,96.7,-2,5.1,0.71,8.4,6.4,13,9.4,11.8,38.5,40.5,14.6,95.34,4.6,637
Shabazz Muhammad,MIN,97.6,110.7,-13,3.8,0.38,3.7,7.5,9.4,8.4,9.9,47.2,50.5,22.2,97.84,8,592
Vitor Faverani,BOS,92.7,101.5,-8.9,5.9,0.39,7.2,8.7,17.5,13.1,18.5,47.6,50.2,18.9,94.89,7.1,958
Gigi Datome,DET,102.5,94.8,7.7,7.1,1,8.9,5.2,14.5,9.4,8.9,38.7,40.9,19.8,97.7,5.8,484
Dewayne Dedmon,ORL,95.4,102,-6.7,2.1,0.28,4.2,9.6,25.5,17.1,15,45.8,50,12.9,95.96,7.7,777
Dionte Christmas,PHX,98.3,105.9,-7.6,6.7,1.33,9.1,5.9,13.6,9.4,6.8,42.7,48.9,16.3,99.46,7.2,414
Gal Mekel,DAL,102.9,103.8,-0.8,29.9,2.03,33.9,1.6,8.5,4.8,16.7,37.8,40,17.6,100.63,4,614
Solomon Hill,IND,103,100.2,2.8,7.8,0.92,17.6,3.9,13.7,8.8,19.1,51.3,54.5,11.1,92.77,6.6,436
Lorenzo Brown,PHI,95,94.2,0.8,28.1,2.56,27.5,3,8.9,5.7,10.7,32,34.9,19.5,104.04,6.3,484
Erik Murphy,CHI,63.4,104.7,-41.4,6.5,1,11.8,2.7,10.2,6,11.8,23.1,23.1,10.1,99.63,-1.1,131
Nemanja Nedovic,GSW,83.3,105.6,-22.3,16,1,18.8,2,7.9,5,18.8,24.4,30.6,16.2,103.01,-1.3,305
Peyton Siva,DET,102.6,107.7,-5.1,25.8,1.89,29.3,0.8,5.8,3.1,15.5,37.7,42.5,16.2,90.29,3.3,417
Ian Clark,UTA,98.8,90.6,8.2,14.7,1.07,15.2,1.7,9,5.4,14.1,47,48.5,21.2,96.51,5.7,339
Isaiah Canaan,HOU,103,109.6,-6.6,14.4,1.05,15.3,2.6,6.2,4.5,14.6,46,50.6,20,103.23,4.5,541
Sergey Karasev,CLE,88.9,103.1,-14.2,5.9,0.55,10.5,0,10.6,5.1,19.3,40,47,14.2,99.96,1,323
Jamaal Franklin,MEM,102.2,98.1,4,5.3,0.55,10.5,2.6,12.1,7.4,19.3,47.4,48.9,13.7,95.39,2.7,321
Ognjen Kuzmic,GSW,85,114.6,-29.7,3.4,0.2,6.7,8.8,12.1,10.3,33.3,38.5,42,12,106.68,-1,206
Tony Mitchell,DET,99.4,93.1,6.2,4,0.5,7.4,15.6,16.7,16,14.8,45.8,54,12.9,96.75,9.8,159
Mike Muscala,ATL,92.8,114.5,-21.7,5.8,0.58,7.1,7.8,18.1,12.7,12.2,42.5,48,18.5,98.92,6.5,445
Allen Crabbe,POR,104.3,104.9,-0.5,8.8,2,14,1,7.7,4.5,7,45.5,47.5,15.4,99.82,4.2,209
Jorge Gutierrez,BKN,98.6,107.5,-8.9,20.4,2.14,29.1,1.3,8.4,4.8,13.6,49.1,52.3,13.6,94.9,4.9,485
Chris Babb,BOS,97,101.5,-4.5,3.4,1,8.3,2.7,10.2,6.2,8.3,36.7,36.7,10.9,96.3,2.1,263
Dwight Buycks,TOR,102.8,101.4,1.4,11.5,1,14.1,2.5,13.9,7.8,14.1,36.5,41.4,18.1,94.01,6.1,284
James Nunnally,PHI,90.5,102.4,-11.9,8.2,1.14,12.3,0.5,10.2,5.3,10.8,41.3,44,15,97.48,5,338
Glen Rice,WAS,90.5,84.6,5.9,10.1,0.78,12.5,3.1,16,8.8,16.1,36.5,39.9,18.6,97.65,6.3,221
Ricky Ledo,DAL,107.2,91.5,15.7,10,1,8.7,0,5.6,3.1,8.7,44.1,50.6,27.6,101.27,7.4,69
Justin Hamilton,MIA,98.6,114.8,-16.2,0,0,0,6.3,5.9,6.1,15.4,52.5,58.6,16.9,94.47,5.1,142
Carrick Felix,CLE,108.5,101.2,7.3,14.3,1,16.7,3.3,12.8,8.7,16.7,57.1,60.3,21.7,104.57,8.7,82
Robert Covington,HOU,114.5,87.3,27.2,0,0,0,0,7.5,0,6.7,57.1,57.1,19.2,99.32,7.8,69
Adonis Thomas,PHI,108.2,91,17.2,11.5,3,16.7,0,7.9,4.1,5.6,46.4,48.5,17.6,96.43,4,73
Arinze Onuaku,CLE,101.6,118.6,-17.1,13,3,30,0,26.1,0,10,20,25.5,9.6,97.11,3.7,63
Troy Daniels,HOU,126.7,106.1,20.6,11.4,1.67,12.8,0,5.7,2.8,7.7,67.7,67.7,20,94.33,8.8,146
James Southerland,NOP,105,91.8,13.2,0,0,0,0,22.2,11,5.9,43.3,44.1,23.9,97.02,9.6,60
DJ Stephens,MIL,78.6,80.8,-2.2,0,0,0,0,30.8,0,0,42.9,47,20,88.58,22.4,28
Tony Mitchell,MIL,122.2,111.1,11.1,20,0,16.7,0,0,0,0,60,60,23.8,88.62,16.3,18
Vander Blue,BOS,110,79.4,30.6,9.1,0.5,11.1,0,0,0,22.2,50,40.3,25,104.73,0,30
Chris Smith,NYK,100,225,-125,0,0,0,0,0,0,0,0,0,0,122.66,0,6
Elias Harris,LAL,116,134.6,-18.6,9.1,0,50,0,0,0,0,0,0,3.6,107.53,2.5,25
Scotty Hopson,CLE,73.3,106.3,-32.9,20,0,16.7,0,0,0,0,0,10.2,29.4,109.95,-9.5,15
Seth Curry,CLE,88.9,88.5,0.4,0,0,0,0,0,0,0,50,50,10.3,98.48,8.6,27
Shane Edwards,CLE,78.3,104,-25.7,0,0,0,0,0,0,25,33.3,33.3,15.4,97.9,-2,23
Damian Lillard,POR,106.3,107.8,-1.5,28,2.19,24.2,1.4,7,4.2,11.1,50.1,54.6,23.7,93.14,10.5,6160
Kyle Singler,DET,101.5,105.5,-4.1,5.3,0.79,8.9,4.8,10.1,7.4,11.3,48.3,51.7,15.5,92,5.8,4404
Harrison Barnes,GSW,104.5,102.5,2,7.2,0.97,10.7,2.6,12.9,8,11.1,48.1,52.6,17.4,97.13,7.7,4146
Draymond Green,GSW,97,97.9,-0.9,7.6,1.04,13.7,5.5,17.8,11.8,13.2,35.4,40.4,13.5,100.15,5.1,2183
Brian Roberts,NOH,99.5,107.7,-8.2,30.1,3.08,26.3,1.3,6.8,3.9,8.5,47.5,50.9,21.2,90.21,10,2503
Festus Ezeli,GSW,100.2,101.1,-0.9,2.8,0.35,7.5,12.6,14.7,13.7,21.5,43.8,46.7,10.6,96.44,4.2,2235
Jae Crowder,DAL,101.5,101.8,-0.3,10.3,1.92,17.3,2.6,11.2,6.9,9,47,49.1,14.6,97.76,6.2,2745
Michael Kidd-Gilchrist,CHA,100.6,107.8,-7.2,9.6,1.16,12.8,6.3,17,11.5,11.1,46,50.6,17.5,92.54,9.4,3901
Pablo Prigioni,NYK,107.7,100.5,7.3,27.7,2.74,42.7,3.4,8.9,6.1,15.6,57.5,59.5,11.7,91.89,8.9,2416
Alexey Shved,MIN,100.7,102.8,-2.1,24.8,1.95,25.2,2.1,7.5,4.7,12.9,43.9,47.4,20.2,94.8,7.6,3633
Jeffery Taylor,CHA,96.9,105.5,-8.6,7.2,1.31,11.3,3.3,6.6,4.9,8.6,49.7,53.1,14.7,94.54,5.5,2961
Tyler Zeller,CLE,101.2,107.2,-6,7.5,1.01,11.7,7.4,14.5,10.8,11.6,43.8,48.6,15.7,93.62,6.4,3955
Maurice Harkless,ORL,96.4,108,-11.6,4,0.72,6.8,6,11,8.4,9.3,48.9,50.4,15.6,93.83,7.2,3848
Andrew Nicholson,ORL,96.6,103,-6.4,6.2,0.56,6.8,5.6,15.3,10.4,12.2,52.7,55.7,21.6,94.82,10.1,2468
Terrence Ross,TOR,103.3,106.2,-2.8,7.3,1.1,9.2,2.8,9.3,6,8.3,47.8,49.1,19.1,92.76,6,2395
Will Barton,POR,93.6,105.7,-12.1,11.3,0.97,12.7,3.9,13.2,8.3,13.2,39.6,43.7,19.8,94.87,6.5,1771
Nando De Colo,SAS,98.6,100.7,-2.1,23.3,1.7,28.7,2.7,12.2,7.7,16.8,50,53,16.7,97.61,8.4,1872
Thomas Robinson,HOU,100.9,107.6,-6.7,7.3,0.52,9.1,11.1,18.8,14.8,17.4,43,45.1,18.7,94.55,6.9,2076
Meyers Leonard,POR,99.4,106.6,-7.2,4.5,0.67,8.3,7,15.4,11.2,12.3,55.1,59.6,13.7,94.63,7.1,2387
Anthony Davis,NOH,104,107.8,-3.8,6,0.71,6.8,9.4,21.3,15.2,9.6,51.6,55.9,21.2,91.04,13.5,3491
DeQuan Jones,ORL,98.8,109.3,-10.5,3,0.53,5.6,2,11,6.4,10.5,45.6,48.5,14.6,96.18,5.1,1604
John Henson,MIL,100.6,102.3,-1.7,6.3,0.66,6.7,12.5,21,16.6,10.2,48.2,49.7,21.6,97,12.1,1667
Jonas Valan?i?nas,TOR,101.9,105.6,-3.7,5.1,0.48,7.6,8.7,17.6,13.2,15.9,55.7,61.9,16.9,92.11,9.9,2834
Austin Rivers,NOH,101.7,107.1,-5.4,14.2,1.72,19.8,1.2,7,4,11.5,40.8,43.1,16.9,89.77,3.1,2644
Dion Waiters,CLE,105.4,109.8,-4.3,17.8,1.51,15,1.2,8.1,4.4,10,45.1,49.2,25.8,93.51,8.3,3419
John Jenkins,ATL,97.2,104.6,-7.4,10.5,1.4,13.4,1.9,8.6,5.2,9.6,53.6,57.6,17.6,96.23,9.2,1813
Kent Bazemore,GSW,91.1,90.1,1,15.9,1.22,12.4,1.9,5.5,3.8,10.1,41.4,45.4,24.7,104.7,6.3,560
Andre Drummond,DET,103.7,106.1,-2.4,4,0.53,6,13.3,23.5,18.3,11.4,61,57.8,16.7,92.74,13.7,2405
Kyle O'Quinn,ORL,100.9,104.8,-3.8,12.2,1.41,17,10,21.4,15.8,12.1,51.3,53.5,17.3,96.39,10.1,1278
Bradley Beal,WAS,98.3,100.6,-2.2,13.6,1.52,14,2.4,9.6,6,9.2,47.7,51.5,21.8,94.3,9.3,3420
Chris Copeland,NYK,108.2,103.8,4.4,5.5,0.54,5.5,4.1,10.4,7.3,10.1,55.7,58.3,25,92,9,1644
Mirza Teletovic,BKN,100.2,103.2,-3,8,1.15,9.9,6.5,13.2,9.7,8.6,48.4,49.5,18.9,93.18,7.5,974
Darius Miller,NOH,99.7,103.7,-4,10,1.91,24.7,1.2,11.1,6,12.9,50.9,52.9,8.9,90.85,3.8,1311
Joel Freeland,POR,91.8,101,-9.2,5,0.68,7,7.7,16.8,12,10.2,40.8,43.5,16.1,93.22,5.9,923
Orlando Johnson,IND,97,97.7,-0.7,13.5,1.62,17.4,3.3,13.8,8.8,10.7,50,52.3,16.1,92.72,9.7,1197
Victor Claver,POR,100.5,106.9,-6.4,7.9,1,14.9,3.9,11.9,7.8,14.9,45.8,46.2,13.7,93.92,4,1586
Kendall Marshall,PHX,94.7,108.3,-13.6,30.6,2.51,40.1,0.6,5.6,3,16,44.7,45.5,13.1,97.49,5.8,1431
Marquis Teague,CHI,96.3,96,0.3,27.5,1.8,28.8,0.8,11,5.8,16,39.8,41.2,18.2,91.24,5.1,738
Arnett Moultrie,PHI,97.4,104.4,-7,3.1,0.53,5.7,13.2,13.4,13.3,10.9,58.2,59.5,13.5,94.19,9.9,1058
Doron Lamb,ORL,97.7,104.7,-7,8.5,1.23,13.6,1.3,6.7,3.9,11,41.1,43.3,15.2,96.29,2.4,1158
Bernard James,DAL,101.9,103.7,-1.8,2,0.33,4.1,10.7,17.3,13.9,12.4,51.5,54.1,12.9,99.67,7.6,947
Jared Sullinger,BOS,101.9,98.3,3.6,6.2,1.21,11,11.2,19.5,15.5,9.1,49.6,53.4,14.6,92.36,9.1,1706
Donatas Motiejunas,HOU,107.9,104.1,3.8,9.1,0.84,10.2,6.9,10.5,8.7,12.1,51.2,53.1,22,98.01,6.2,1096
Kim English,DET,100.6,107.2,-6.5,9.7,1.37,15.4,1.9,7.6,4.7,11.2,43.8,47.7,15.2,97.22,3.8,822
Patrick Beverley,HOU,106.4,98.5,7.9,26.2,2.66,31.8,5.9,8.8,7.3,12,51.3,55.1,15,95.95,10.4,1428
Mike Scott,ATL,96.8,102.6,-5.8,5.8,0.57,5.8,10.3,18.8,14.6,10.1,47.6,53.3,22.6,97.22,11.4,761
Evan Fournier,DEN,106.9,100.2,6.6,15.3,1.38,18,1.4,6,3.9,13.1,56.6,59.7,19.8,99.53,7.5,888
Perry Jones III,OKC,98.8,99.3,-0.5,5.7,0.67,7.6,4.4,17.2,11,11.5,39.4,41.7,19,96.65,6.5,565
Tyshawn Taylor,BKN,94.4,108.9,-14.6,18.1,0.84,14.4,1,7.8,4.3,17.1,40.2,43,24.9,97.2,2.8,446
Tony Wroten,MEM,92.9,101.8,-8.9,26.2,1.48,25.1,4.6,5.6,5.1,17,40.7,46.1,20.4,95.58,4.9,537
Kevin Jones,CLE,107.9,98.7,9.2,4.3,1.25,7.6,10.7,12.7,11.6,6.1,40.2,41.8,15.5,95.42,6.3,661
Robert Sacre,LAL,94.6,109.3,-14.7,4.5,0.6,8.7,4.1,12.3,8,14.5,37.5,40.7,12.7,103.1,0.2,443
Quincy Acy,TOR,110.6,95.9,14.8,5.1,0.65,9.1,9.2,13.5,11.4,14,56.7,63.2,14.6,91.21,9.5,650
Ben Hansbrough,IND,85,94.1,-9.1,20.2,1.17,21.9,0.8,7.1,3.9,18.8,40,50.1,15.5,98.13,5,413
Khris Middleton,DET,110.2,107.9,2.3,8.5,2.55,14.4,0.9,10.9,5.8,5.7,48.9,53.2,15.6,95.11,6.3,944
Maalik Wayns,LAC,95.3,110,-14.7,23.3,1.8,19.6,0.5,3.2,1.8,10.9,33.5,39.4,24,95.31,1.5,401
Viacheslav Kravtsov,DET,100.7,105.1,-4.4,6.2,0.64,10.5,10.8,9.9,10.3,16.3,71.7,61.8,15,97.41,5.7,453
Jeremy Lamb,OKC,93.4,110.1,-16.7,6.3,0.83,6,3.2,8.8,6,7.1,41.9,47.9,23.8,94.14,6.4,289
Diante Garrett,PHX,87.4,101.6,-14.2,35.2,1.94,30.7,3,6.8,4.7,15.8,35.7,37.5,19.6,99.76,6.7,309
Terrence Jones,HOU,103.5,106.1,-2.6,9,1.15,11.5,9.2,13.3,11.2,10,48.4,51.2,17.3,98.63,10.2,572
Tornike Shengelia,BKN,96.4,92.6,3.8,5,0.27,6.8,9,16.5,12.4,25,45.7,49.9,17.9,98.65,5.3,192
Kevin Murphy,UTA,82.7,123.6,-40.9,8.3,0.67,6.1,0,8.9,3.7,9.1,26.8,26.8,23.8,100.79,-3.8,110
Aron Baynes,SAS,98,97.1,0.9,5.3,0.45,8.8,8.4,13.8,11.1,19.3,50,52.1,15.8,103.06,4.2,301
Luke Zeller,PHX,74.6,107.8,-33.1,10.3,0,10.3,1.2,14.5,6.9,0,36.5,36.5,18.1,106.84,4.6,130
Miles Plumlee,IND,87.5,98.3,-10.8,6.1,0.67,7.1,17.4,0,0,10.7,23.8,28.6,18.1,104.23,4,120
Jarvis Varnado,MIA,78.9,101.9,-23,10.7,0.5,16.7,3.8,11.3,7.9,33.3,42.9,45.7,12.5,89.05,-0.7,109
Kris Joseph,BKN,96.3,100,-3.7,2.8,0.5,4.8,1.7,11.5,6.3,9.5,14.3,25.7,15.7,97.07,-0.3,108
Justin Holiday,PHI,102.8,97.9,5,15.5,1.67,19.7,0,8.9,4.6,11.8,37.5,40.8,19.1,95.32,5.3,281
Chris Johnson,MEM,111.7,92.5,19.2,2.5,0.67,6.5,4.6,6.2,5.3,9.7,56,56,12.1,93.08,6.2,197
Jared Cunningham,DAL,92.9,105.2,-12.3,11.1,0.5,5.6,0,0,0,11.1,50,53.8,27.9,106.52,8.5,56
Quincy Miller,DEN,95.1,103.3,-8.2,14.3,3,17.6,3.2,3.3,3.3,5.9,33.3,34.9,18.7,114,1.7,61
Fab Melo,BOS,90.1,102.9,-12.8,0,0,0,0,7.3,3.9,11.1,50,45.1,11.3,93.35,-1,71
Scott Machado,GSW,70.8,91.7,-20.8,60,0.75,28.6,0,5,0,38.1,50,58.1,28.8,108.42,9.2,48
Darius Johnson-Odom,LAL,43.8,100,-56.3,33.3,0,20,8.3,0,0,0,0,0,22.2,132.58,3.2,16
Chris Wright,DAL,46.2,127.3,-81.1,0,0,0,0,0,0,33.3,50,50,20,131.66,0,13
Josh Akognon,DAL,88.2,111.1,-22.9,20,0,20,0,0,0,0,62.5,62.5,22.2,96.51,6.9,17
Tim Ohlbrecht,HOU,69.6,100,-30.4,25,0.25,12.5,0,0,0,50,33.3,43.6,25.9,94.09,-5,23
Henry Sims,NOH,111.1,90,21.1,0,0,0,33.3,0,0,25,66.7,66.7,36.4,95.33,15.4,9
Brandon Knight,DET,99.4,105.5,-6.2,20.2,1.47,20,1.6,9.1,5.2,13.7,48.3,51.1,21.5,91.1,7.8,4035
Chris Singleton,WAS,97,100.9,-3.9,5.1,1.29,11.7,3,13.4,8.1,9.1,44.2,46.2,11.5,94.57,5.1,2801
Derrick Williams,MIN,100.6,103.9,-3.2,4.6,0.49,5.5,5.4,16.1,10.8,11.1,44.9,49.9,20.5,95.9,8.9,2825
Enes Freedom,UTA,94,102.4,-8.4,1.6,0.15,2.3,11.8,20.2,15.9,15.7,49.6,53.9,16.4,94.25,11,1724
Kemba Walker,CHA,92.6,107.4,-14.8,30.7,2.43,22.8,1.6,11.9,6.5,9.4,41.1,46.4,24.9,92.58,11.4,3459
Klay Thompson,GSW,102.8,107.2,-4.4,14.2,1.29,13.4,1.5,8.6,5.1,10.4,52,54.5,24.3,94.33,8.7,3164
Isaiah Thomas,SAC,106.1,108.4,-2.3,24.6,2.53,26,2.7,7.5,5,10.2,52.1,57.4,19.3,97.34,10.7,3358
Norris Cole,MIA,99,100.5,-1.5,18.3,1.27,18.4,1.8,5.6,3.7,14.5,41.7,45.2,21.2,92.69,4.9,2426
Kawhi Leonard,SAS,107.4,102.3,5.1,6.6,1.59,12.6,7,14.7,10.9,7.9,54.3,57.3,14.1,94.58,10.8,3012
Shelvin Mack,WAS,96,96.8,-0.8,27.1,2.73,30.7,1.5,10.4,5.9,11.2,42.7,46.8,17.1,92.83,10.1,1500
Bismack Biyombo,CHA,91.4,107.3,-15.8,3.2,0.38,6.1,7.5,17.7,12.5,16.1,46.4,48,12.9,92.37,6.6,2791
Chandler Parsons,HOU,104.5,102.6,1.9,11.4,1.65,16.8,5.1,11.8,8.4,10.1,50.6,51.3,16.3,94.52,8.6,3551
Markieff Morris,PHX,100.3,102.3,-2.1,8.7,0.93,10.5,5.5,17.7,11.4,11.3,44.8,48.4,19.9,94.53,7.7,2405
Jimmer Fredette,SAC,98.3,107.8,-9.6,15.5,1.61,16.9,1.4,4.9,3.1,10.5,47.3,49.5,20.3,96.77,6.1,2293
Tristan Thompson,CLE,97.3,108.5,-11.2,3.5,0.33,4.2,12.4,14.6,13.4,12.7,43.9,46.9,18.9,92.06,7.4,2728
Alec Burks,UTA,101.7,103.7,-1.9,10,1.08,10.5,5.9,8.1,6.9,9.8,45,50.6,21.2,93.96,8.1,1843
